iter	Passed	Remaining
1651	132621	381166
1652	132707	381102
1653	132779	380999
1654	132858	380914
1655	132941	380842
1656	133020	380757
1657	133095	380661
1658	133167	380558
1659	133240	380456
1660	133327	380397
1661	133396	380285
1662	133477	380206
1663	133557	380126
1664	133637	380044
1665	133720	379971
1666	133797	379882
1667	133873	379788
1668	133950	379701
1669	134026	379608
1670	134103	379519
1671	134178	379422
1672	134258	379343
1673	134338	379261
1674	134417	379176
1675	134500	379104
1676	134581	379026
1677	134661	378947
1678	134739	378859
1679	134815	378768
1680	134887	378665
1681	134964	378575
1682	135040	378483
1683	135113	378383
1684	135196	378310
1685	135270	378210
1686	135350	378130
1687	135431	378051
1688	135512	377975
1689	135592	377894
1690	135668	377801
1691	135748	377720
1692	135829	377642
1693	135907	377556
1694	135987	377476
1695	136061	377378
1696	136133	377274
1697	136210	377186
1698	136287	377095
1699	136364	377008
1700	136447	376936
1701	136524	376845
1702	136600	376754
1703	136677	376665
1704	136756	376582
1705	136838	376505
1706	136918	376426
1707	137003	376358
1708	137078	376262
1709	137152	376165
1710	137232	376085
1711	137350	376110
1712	137431	376030
1713	137511	375950
1714	137592	375873
1715	137669	375783
1716	137755	375717
1717	137833	375631
1718	137914	375555
1719	137985	375448
1720	138063	375363
1721	138144	375283
1722	138215	375179
1723	138290	375084
1724	138362	374982
1725	138440	374896
1726	138528	374836
1727	138609	374758
1728	138682	374659
1729	138763	374580
1730	138845	374506
1731	138918	374406
1732	138999	374327
1733	139073	374231
1734	139154	374152
1735	139224	374045
1736	139305	373966
1737	139390	373900
1738	139471	373821
1739	139541	373714
1740	139623	373638
1741	139702	373556
1742	139783	373477
1743	139859	373386
1744	139939	373306
1745	140013	373208
1746	140084	373104
1747	140163	373020
1748	140242	372937
1749	140320	372851
1750	140401	372774
1751	140481	372691
1752	140557	372602
1753	140636	372519
1754	140722	372452
1755	140807	372387
1756	140886	372301
1757	140967	372225
1758	141043	372132
1759	141121	372047
1760	141190	371939
1761	141269	371854
1762	141358	371797
1763	141451	371750
1764	141538	371687
1765	141613	371593
1766	141694	371517
1767	141770	371425
1768	141851	371348
1769	141933	371272
1770	142011	371186
1771	142095	371115
1772	142176	371038
1773	142256	370957
1774	142339	370884
1775	142418	370800
1776	142498	370721
1777	142577	370638
1778	142653	370546
1779	142721	370435
1780	142793	370334
1781	142870	370244
1782	142944	370147
1783	143018	370052
1784	143091	369954
1785	143211	369975
1786	143313	369952
1787	143390	369865
1788	143467	369775
1789	143547	369694
1790	143622	369602
1791	143707	369534
1792	143787	369453
1793	143870	369379
1794	143950	369299
1795	144029	369215
1796	144100	369113
1797	144181	369034
1798	144256	368940
1799	144331	368848
1800	144414	368773
1801	144490	368682
1802	144572	368607
1803	144649	368519
1804	144733	368450
1805	144814	368370
1806	144887	368271
1807	144970	368198
1808	145047	368110
1809	145121	368016
1810	145199	367929
1811	145268	367822
1812	145347	367739
1813	145428	367660
1814	145502	367564
1815	145584	367489
1816	145666	367413
1817	145755	367354
1818	145834	367271
1819	145917	367198
1820	146005	367138
1821	146085	367058
1822	146163	366973
1823	146249	366906
1824	146331	366830
1825	146408	366743
1826	146494	366676
1827	146576	366602
1828	146660	366531
1829	146745	366463
1830	146822	366374
1831	146903	366297
1832	147023	366316
1833	147104	366238
1834	147177	366140
1835	147260	366065
1836	147337	365977
1837	147421	365907
1838	147502	365829
1839	147579	365739
1840	147659	365660
1841	147736	365572
1842	147808	365470
1843	147888	365391
1844	147975	365326
1845	148051	365237
1846	148135	365165
1847	148216	365087
1848	148296	365006
1849	148377	364928
1850	148456	364845
1851	148532	364755
1852	148607	364662
1853	148687	364581
1854	148765	364495
1855	148842	364407
1856	148920	364321
1857	149000	364240
1858	149074	364146
1859	149154	364066
1860	149234	363985
1861	149311	363897
1862	149387	363805
1863	149467	363725
1864	149549	363650
1865	149624	363557
1866	149704	363477
1867	149785	363397
1868	149908	363420
1869	149987	363339
1870	150071	363266
1871	150153	363192
1872	150236	363117
1873	150319	363045
1874	150397	362960
1875	150475	362874
1876	150558	362801
1877	150635	362712
1878	150713	362625
1879	150793	362547
1880	150874	362468
1881	150957	362393
1882	151036	362311
1883	151113	362224
1884	151196	362149
1885	151277	362070
1886	151358	361993
1887	151438	361911
1888	151514	361821
1889	151640	361851
1890	151723	361777
1891	151801	361691
1892	151887	361626
1893	151973	361557
1894	152049	361467
1895	152127	361383
1896	152208	361303
1897	152287	361220
1898	152364	361132
1899	152440	361042
1900	152515	360951
1901	152585	360846
1902	152660	360752
1903	152736	360662
1904	152811	360572
1905	152888	360482
1906	152966	360397
1907	153043	360309
1908	153127	360238
1909	153200	360141
1910	153275	360047
1911	153351	359959
1912	153431	359878
1913	153514	359803
1914	153584	359700
1915	153662	359614
1916	153742	359535
1917	153817	359441
1918	153889	359342
1919	153974	359274
1920	154059	359205
1921	154140	359126
1922	154221	359048
1923	154295	358953
1924	154377	358877
1925	154456	358794
1926	154530	358699
1927	154615	358630
1928	154739	358652
1929	154823	358581
1930	154896	358483
1931	154969	358387
1932	155046	358299
1933	155117	358197
1934	155196	358116
1935	155318	358131
1936	155428	358119
1937	155507	358036
1938	155583	357946
1939	155665	357870
1940	155740	357777
1941	155822	357702
1942	155902	357620
1943	155980	357535
1944	156053	357439
1945	156127	357343
1946	156208	357266
1947	156286	357179
1948	156405	357187
1949	156481	357099
1950	156572	357043
1951	156654	356966
1952	156737	356893
1953	156810	356796
1954	156886	356705
1955	156975	356646
1956	157052	356558
1957	157139	356492
1958	157222	356418
1959	157311	356357
1960	157386	356266
1961	157474	356204
1962	157559	356134
1963	157642	356061
1964	157717	355967
1965	157800	355893
1966	157878	355808
1967	157955	355721
1968	158034	355637
1969	158120	355569
1970	158197	355482
1971	158271	355388
1972	158348	355300
1973	158428	355219
1974	158502	355126
1975	158582	355046
1976	158663	354966
1977	158739	354877
1978	158809	354774
1979	158887	354688
1980	158965	354603
1981	159041	354513
1982	159120	354431
1983	159199	354347
1984	159269	354244
1985	159349	354164
1986	159427	354078
1987	159505	353992
1988	159581	353903
1989	159653	353804
1990	159730	353717
1991	159808	353632
1992	159887	353550
1993	159969	353472
1994	160043	353379
1995	160125	353303
1996	160203	353218
1997	160286	353143
1998	160362	353053
1999	160437	352961
2000	160518	352883
2001	160600	352808
2002	160681	352729
2003	160760	352645
2004	160837	352558
2005	160917	352477
2006	160997	352397
2007	161079	352321
2008	161162	352246
2009	161239	352160
2010	161312	352064
2011	161395	351989
2012	161530	352028
2013	161613	351954
2014	161691	351870
2015	161767	351780
2016	161844	351692
2017	161923	351610
2018	162002	351526
2019	162081	351443
2020	162162	351364
2021	162241	351281
2022	162318	351194
2023	162393	351103
2024	162473	351024
2025	162546	350926
2026	162626	350845
2027	162701	350755
2028	162780	350672
2029	162856	350582
2030	162944	350518
2031	163062	350520
2032	163140	350435
2033	163225	350365
2034	163306	350286
2035	163388	350210
2036	163468	350129
2037	163549	350049
2038	163625	349961
2039	163707	349884
2040	163781	349790
2041	163856	349698
2042	163936	349619
2043	164009	349523
2044	164086	349436
2045	164165	349352
2046	164242	349265
2047	164315	349170
2048	164394	349088
2049	164474	349006
2050	164547	348912
2051	164626	348828
2052	164700	348735
2053	164779	348652
2054	164857	348568
2055	164937	348486
2056	165011	348393
2057	165082	348293
2058	165159	348205
2059	165236	348119
2060	165332	348072
2061	165406	347978
2062	165488	347902
2063	165565	347815
2064	165647	347739
2065	165728	347661
2066	165805	347574
2067	165888	347500
2068	165962	347406
2069	166040	347320
2070	166117	347234
2071	166188	347135
2072	166270	347059
2073	166347	346971
2074	166424	346885
2075	166496	346787
2076	166579	346712
2077	166654	346621
2078	166739	346552
2079	166817	346467
2080	166898	346388
2081	166990	346332
2082	167071	346253
2083	167150	346171
2084	167241	346112
2085	167320	346030
2086	167394	345938
2087	167468	345845
2088	167544	345755
2089	167618	345663
2090	167694	345573
2091	167772	345488
2092	167847	345399
2093	167932	345328
2094	168013	345250
2095	168091	345164
2096	168216	345176
2097	168290	345083
2098	168367	344997
2099	168449	344921
2100	168531	344844
2101	168611	344764
2102	168689	344679
2103	168770	344600
2104	168847	344513
2105	168924	344426
2106	169002	344340
2107	169080	344257
2108	169156	344167
2109	169236	344086
2110	169315	344004
2111	169390	343913
2112	169467	343827
2113	169539	343731
2114	169616	343642
2115	169693	343557
2116	169774	343479
2117	169853	343396
2118	169933	343316
2119	170018	343245
2120	170093	343154
2121	170170	343067
2122	170242	342971
2123	170322	342889
2124	170396	342797
2125	170474	342713
2126	170553	342630
2127	170628	342539
2128	170708	342459
2129	170785	342373
2130	170865	342292
2131	170946	342214
2132	171030	342141
2133	171106	342053
2134	171186	341971
2135	171259	341877
2136	171338	341795
2137	171423	341724
2138	171501	341640
2139	171580	341556
2140	171657	341470
2141	171736	341388
2142	171810	341296
2143	171882	341199
2144	171963	341121
2145	172036	341027
2146	172114	340941
2147	172203	340879
2148	172281	340794
2149	172363	340718
2150	172443	340637
2151	172517	340546
2152	172594	340458
2153	172679	340388
2154	172757	340304
2155	172831	340211
2156	172908	340125
2157	172990	340048
2158	173068	339964
2159	173150	339887
2160	173224	339795
2161	173304	339714
2162	173386	339637
2163	173477	339579
2164	173555	339494
2165	173626	339396
2166	173700	339304
2167	173775	339214
2168	173852	339128
2169	173927	339038
2170	174007	338958
2171	174087	338878
2172	174164	338790
2173	174248	338717
2174	174321	338624
2175	174399	338540
2176	174488	338477
2177	174567	338394
2178	174646	338312
2179	174729	338238
2180	174809	338158
2181	174886	338071
2182	174960	337980
2183	175073	337962
2184	175149	337873
2185	175227	337789
2186	175306	337707
2187	175386	337626
2188	175465	337544
2189	175548	337469
2190	175629	337390
2191	175702	337296
2192	175773	337199
2193	175853	337119
2194	175928	337029
2195	176012	336957
2196	176093	336878
2197	176171	336793
2198	176249	336709
2199	176328	336627
2200	176406	336543
2201	176481	336453
2202	176565	336380
2203	176642	336294
2204	176720	336209
2205	176800	336128
2206	176880	336048
2207	176957	335962
2208	177037	335882
2209	177112	335792
2210	177184	335697
2211	177253	335596
2212	177329	335508
2213	177405	335419
2214	177479	335327
2215	177551	335233
2216	177623	335137
2217	177694	335039
2218	177774	334958
2219	177849	334869
2220	177923	334777
2221	177992	334677
2222	178071	334594
2223	178149	334510
2224	178223	334418
2225	178304	334340
2226	178378	334249
2227	178454	334161
2228	178532	334077
2229	178608	333989
2230	178684	333902
2231	178759	333813
2232	178836	333726
2233	178914	333643
2234	178998	333570
2235	179071	333476
2236	179151	333396
2237	179230	333314
2238	179311	333236
2239	179385	333144
2240	179455	333046
2241	179534	332963
2242	179613	332881
2243	179690	332796
2244	179767	332709
2245	179842	332620
2246	179913	332524
2247	179993	332443
2248	180072	332362
2249	180141	332261
2250	180211	332162
2251	180289	332078
2252	180361	331983
2253	180429	331881
2254	180510	331803
2255	180588	331718
2256	180662	331628
2257	180744	331552
2258	180817	331458
2259	180891	331368
2260	180966	331278
2261	181041	331189
2262	181113	331093
2263	181189	331006
2264	181264	330918
2265	181344	330836
2266	181422	330753
2267	181501	330672
2268	181574	330579
2269	181653	330498
2270	181731	330413
2271	181805	330321
2272	181882	330236
2273	181958	330149
2274	182038	330069
2275	182107	329970
2276	182187	329889
2277	182263	329801
2278	182343	329722
2279	182414	329625
2280	182488	329534
2281	182565	329450
2282	182639	329359
2283	182715	329271
2284	182790	329182
2285	182867	329098
2286	182943	329009
2287	183024	328932
2288	183105	328853
2289	183183	328770
2290	183257	328678
2291	183336	328597
2292	183415	328516
2293	183494	328434
2294	183573	328352
2295	183652	328270
2296	183725	328179
2297	183800	328090
2298	183880	328008
2299	183951	327913
2300	184027	327827
2301	184104	327741
2302	184182	327657
2303	184254	327562
2304	184330	327475
2305	184404	327386
2306	184480	327298
2307	184555	327209
2308	184630	327121
2309	184704	327031
2310	184778	326940
2311	184854	326853
2312	184927	326760
2313	185002	326671
2314	185076	326581
2315	185155	326500
2316	185234	326418
2317	185306	326325
2318	185385	326243
2319	185459	326152
2320	185542	326078
2321	185614	325985
2322	185692	325900
2323	185773	325822
2324	185854	325745
2325	185932	325661
2326	186011	325579
2327	186089	325497
2328	186168	325415
2329	186247	325333
2330	186326	325251
2331	186403	325166
2332	186488	325096
2333	186568	325015
2334	186646	324932
2335	186719	324841
2336	186797	324758
2337	186868	324661
2338	186944	324576
2339	187027	324499
2340	187100	324409
2341	187177	324323
2342	187259	324247
2343	187338	324166
2344	187419	324088
2345	187500	324010
2346	187578	323927
2347	187654	323840
2348	187732	323755
2349	187803	323661
2350	187885	323584
2351	187964	323503
2352	188041	323418
2353	188119	323335
2354	188189	323238
2355	188265	323152
2356	188342	323067
2357	188419	322982
2358	188496	322897
2359	188574	322814
2360	188654	322733
2361	188726	322641
2362	188802	322554
2363	188875	322463
2364	188950	322375
2365	189021	322279
2366	189102	322200
2367	189174	322107
2368	189254	322027
2369	189325	321933
2370	189406	321855
2371	189486	321775
2372	189564	321692
2373	189641	321607
2374	189723	321530
2375	189798	321443
2376	189875	321358
2377	189946	321264
2378	190027	321185
2379	190100	321094
2380	190171	320998
2381	190244	320907
2382	190320	320821
2383	190398	320739
2384	190473	320649
2385	190551	320567
2386	190628	320483
2387	190708	320403
2388	190785	320318
2389	190870	320246
2390	190953	320172
2391	191028	320084
2392	191106	320001
2393	191184	319918
2394	191264	319838
2395	191390	319837
2396	191463	319744
2397	191546	319669
2398	191631	319598
2399	191708	319514
2400	191789	319436
2401	191873	319362
2402	191951	319280
2403	192029	319197
2404	192126	319145
2405	192204	319062
2406	192286	318985
2407	192367	318907
2408	192446	318827
2409	192525	318745
2410	192606	318667
2411	192680	318577
2412	192758	318495
2413	192831	318404
2414	192909	318320
2415	192979	318224
2416	193054	318136
2417	193134	318056
2418	193209	317969
2419	193285	317882
2420	193369	317810
2421	193460	317747
2422	193539	317667
2423	193622	317591
2424	193704	317515
2425	193784	317435
2426	193862	317353
2427	193938	317266
2428	194017	317185
2429	194097	317105
2430	194181	317032
2431	194262	316954
2432	194344	316878
2433	194427	316803
2434	194512	316732
2435	194595	316656
2436	194675	316577
2437	194751	316490
2438	194826	316403
2439	194910	316329
2440	194981	316236
2441	195060	316155
2442	195137	316070
2443	195219	315994
2444	195296	315908
2445	195377	315830
2446	195456	315750
2447	195527	315655
2448	195602	315568
2449	195678	315481
2450	195757	315399
2451	195835	315316
2452	195907	315225
2453	195983	315138
2454	196063	315058
2455	196141	314975
2456	196256	314952
2457	196343	314885
2458	196424	314807
2459	196497	314716
2460	196578	314638
2461	196676	314586
2462	196761	314515
2463	196847	314444
2464	196930	314370
2465	197008	314286
2466	197089	314208
2467	197170	314130
2468	197247	314046
2469	197327	313966
2470	197407	313886
2471	197483	313800
2472	197559	313713
2473	197639	313634
2474	197718	313553
2475	197793	313466
2476	197870	313381
2477	197946	313295
2478	198021	313208
2479	198099	313124
2480	198176	313041
2481	198251	312952
2482	198329	312870
2483	198406	312786
2484	198477	312692
2485	198548	312597
2486	198628	312519
2487	198706	312436
2488	198779	312345
2489	198859	312265
2490	198935	312179
2491	199007	312087
2492	199078	311993
2493	199147	311896
2494	199223	311810
2495	199300	311725
2496	199378	311643
2497	199454	311558
2498	199534	311477
2499	199606	311385
2500	199681	311298
2501	199756	311211
2502	199833	311127
2503	199908	311040
2504	199982	310950
2505	200053	310857
2506	200129	310771
2507	200205	310685
2508	200288	310611
2509	200362	310521
2510	200444	310446
2511	200518	310357
2512	200598	310276
2513	200680	310200
2514	200758	310117
2515	200829	310024
2516	200910	309945
2517	200987	309863
2518	201088	309814
2519	201165	309730
2520	201241	309645
2521	201313	309552
2522	201394	309474
2523	201469	309388
2524	201549	309308
2525	201627	309225
2526	201711	309153
2527	201836	309142
2528	201914	309059
2529	201996	308983
2530	202080	308909
2531	202164	308836
2532	202242	308753
2533	202321	308672
2534	202400	308591
2535	202476	308505
2536	202551	308418
2537	202628	308333
2538	202712	308260
2539	202792	308180
2540	202876	308107
2541	202956	308027
2542	203037	307950
2543	203114	307865
2544	203188	307776
2545	203264	307691
2546	203358	307632
2547	203441	307558
2548	203526	307484
2549	203608	307408
2550	203686	307326
2551	203765	307245
2552	203844	307163
2553	203925	307086
2554	204000	306998
2555	204074	306910
2556	204158	306836
2557	204241	306762
2558	204319	306678
2559	204397	306596
2560	204475	306513
2561	204561	306442
2562	204640	306362
2563	204722	306285
2564	204800	306202
2565	204881	306124
2566	204958	306040
2567	205034	305955
2568	205162	305947
2569	205241	305865
2570	205338	305811
2571	205419	305732
2572	205493	305644
2573	205565	305552
2574	205651	305482
2575	205738	305413
2576	205819	305334
2577	205898	305254
2578	205979	305174
2579	206055	305089
2580	206130	305003
2581	206208	304920
2582	206285	304835
2583	206356	304743
2584	206434	304660
2585	206509	304573
2586	206582	304483
2587	206654	304392
2588	206736	304315
2589	206812	304229
2590	206900	304161
2591	206986	304090
2592	207060	304002
2593	207146	303931
2594	207231	303860
2595	207314	303783
2596	207398	303710
2597	207484	303639
2598	207561	303556
2599	207636	303468
2600	207708	303377
2601	207786	303294
2602	207867	303216
2603	207948	303138
2604	208034	303067
2605	208117	302992
2606	208198	302914
2607	208274	302829
2608	208346	302737
2609	208420	302648
2610	208497	302565
2611	208575	302482
2612	208658	302406
2613	208738	302326
2614	208825	302257
2615	208897	302167
2616	208979	302090
2617	209058	302009
2618	209135	301925
2619	209212	301841
2620	209292	301761
2621	209375	301685
2622	209465	301620
2623	209548	301546
2624	209622	301456
2625	209704	301380
2626	209780	301294
2627	209855	301208
2628	209937	301131
2629	210017	301051
2630	210096	300970
2631	210175	300889
2632	210250	300802
2633	210326	300717
2634	210407	300639
2635	210483	300554
2636	210561	300471
2637	210637	300385
2638	210713	300300
2639	210792	300219
2640	210877	300146
2641	210958	300069
2642	211040	299991
2643	211116	299906
2644	211195	299825
2645	211277	299748
2646	211353	299663
2647	211446	299601
2648	211532	299531
2649	211615	299455
2650	211725	299418
2651	211804	299338
2652	211888	299264
2653	211970	299186
2654	212048	299104
2655	212128	299024
2656	212205	298940
2657	212277	298849
2658	212355	298767
2659	212432	298682
2660	212505	298593
2661	212580	298507
2662	212661	298428
2663	212733	298337
2664	212810	298253
2665	212886	298168
2666	212968	298092
2667	213054	298020
2668	213140	297949
2669	213222	297872
2670	213298	297787
2671	213375	297703
2672	213445	297610
2673	213526	297531
2674	213609	297456
2675	213692	297380
2676	213768	297295
2677	213846	297213
2678	213925	297132
2679	214007	297055
2680	214083	296969
2681	214159	296884
2682	214238	296803
2683	214314	296719
2684	214396	296641
2685	214480	296566
2686	214563	296492
2687	214642	296410
2688	214724	296333
2689	214800	296249
2690	214880	296169
2691	214964	296095
2692	215042	296012
2693	215125	295937
2694	215203	295855
2695	215288	295781
2696	215371	295706
2697	215456	295633
2698	215542	295562
2699	215623	295484
2700	215740	295454
2701	215822	295378
2702	215902	295298
2703	215982	295218
2704	216066	295145
2705	216140	295056
2706	216219	294975
2707	216297	294892
2708	216374	294809
2709	216452	294726
2710	216529	294642
2711	216605	294557
2712	216683	294475
2713	216759	294390
2714	216837	294307
2715	216916	294227
2716	216992	294141
2717	217064	294051
2718	217143	293970
2719	217220	293885
2720	217304	293812
2721	217381	293728
2722	217458	293644
2723	217532	293557
2724	217616	293482
2725	217692	293397
2726	217765	293308
2727	217843	293226
2728	217922	293144
2729	218003	293066
2730	218088	292993
2731	218162	292906
2732	218241	292824
2733	218322	292746
2734	218402	292666
2735	218481	292586
2736	218561	292506
2737	218639	292424
2738	218717	292341
2739	218804	292271
2740	218935	292259
2741	219014	292179
2742	219094	292098
2743	219178	292025
2744	219264	291952
2745	219340	291867
2746	219421	291789
2747	219501	291709
2748	219584	291634
2749	219665	291556
2750	219744	291475
2751	219820	291390
2752	219900	291309
2753	219980	291230
2754	220052	291139
2755	220133	291061
2756	220208	290975
2757	220283	290889
2758	220360	290805
2759	220438	290723
2760	220510	290632
2761	220589	290552
2762	220668	290470
2763	220758	290404
2764	220842	290329
2765	220920	290247
2766	220997	290164
2767	221077	290084
2768	221153	289999
2769	221233	289919
2770	221308	289832
2771	221387	289751
2772	221460	289663
2773	221536	289579
2774	221614	289496
2775	221700	289424
2776	221780	289344
2777	221857	289260
2778	221937	289181
2779	222012	289096
2780	222091	289014
2781	222160	288920
2782	222237	288837
2783	222319	288760
2784	222395	288675
2785	222473	288592
2786	222546	288504
2787	222621	288417
2788	222698	288334
2789	222778	288255
2790	222854	288169
2791	222932	288087
2792	223007	288001
2793	223086	287920
2794	223158	287830
2795	223237	287749
2796	223314	287665
2797	223390	287581
2798	223480	287515
2799	223558	287432
2800	223630	287343
2801	223709	287261
2802	223783	287174
2803	223864	287096
2804	223939	287009
2805	224020	286930
2806	224093	286843
2807	224172	286761
2808	224250	286679
2809	224338	286610
2810	224423	286536
2811	224501	286455
2812	224576	286368
2813	224657	286290
2814	224739	286213
2815	224824	286140
2816	224902	286057
2817	224975	285970
2818	225050	285883
2819	225129	285802
2820	225208	285722
2821	225285	285638
2822	225368	285562
2823	225448	285483
2824	225529	285404
2825	225614	285330
2826	225727	285293
2827	225810	285217
2828	225901	285151
2829	225982	285073
2830	226061	284992
2831	226143	284914
2832	226231	284846
2833	226315	284770
2834	226390	284685
2835	226517	284665
2836	226596	284583
2837	226674	284501
2838	226757	284424
2839	226845	284355
2840	226923	284273
2841	226997	284185
2842	227076	284105
2843	227162	284032
2844	227237	283947
2845	227317	283866
2846	227399	283790
2847	227476	283706
2848	227561	283633
2849	227643	283556
2850	227724	283477
2851	227819	283416
2852	227905	283343
2853	227997	283279
2854	228172	283317
2855	228273	283264
2856	228357	283189
2857	228438	283109
2858	228516	283027
2859	228593	282944
2860	228674	282865
2861	228756	282788
2862	228843	282717
2863	228922	282635
2864	229005	282559
2865	229090	282486
2866	229168	282404
2867	229255	282333
2868	229344	282263
2869	229430	282191
2870	229518	282121
2871	229602	282046
2872	229688	281974
2873	229769	281894
2874	229862	281831
2875	229948	281758
2876	230028	281678
2877	230108	281599
2878	230187	281517
2879	230267	281438
2880	230357	281370
2881	230438	281291
2882	230528	281224
2883	230615	281152
2884	230694	281071
2885	230772	280989
2886	230855	280912
2887	230935	280833
2888	231012	280749
2889	231093	280670
2890	231167	280583
2891	231241	280495
2892	231324	280420
2893	231404	280340
2894	231480	280255
2895	231560	280174
2896	231635	280089
2897	231712	280006
2898	231793	279926
2899	231874	279848
2900	231955	279770
2901	232033	279686
2902	232106	279599
2903	232222	279562
2904	232308	279489
2905	232390	279412
2906	232463	279323
2907	232545	279246
2908	232618	279157
2909	232700	279080
2910	232781	279001
2911	232870	278933
2912	232964	278869
2913	233049	278795
2914	233131	278717
2915	233207	278633
2916	233293	278560
2917	233369	278475
2918	233449	278396
2919	233522	278308
2920	233607	278233
2921	233697	278165
2922	233783	278093
2923	233868	278019
2924	233951	277942
2925	234035	277867
2926	234124	277797
2927	234203	277717
2928	234283	277636
2929	234364	277557
2930	234445	277478
2931	234523	277397
2932	234602	277315
2933	234678	277231
2934	234761	277154
2935	234840	277073
2936	234919	276992
2937	235003	276916
2938	235078	276831
2939	235156	276748
2940	235236	276668
2941	235322	276595
2942	235402	276515
2943	235483	276437
2944	235560	276354
2945	235641	276274
2946	235723	276197
2947	235811	276127
2948	235885	276039
2949	235967	275961
2950	236049	275884
2951	236129	275804
2952	236211	275726
2953	236296	275652
2954	236389	275587
2955	236475	275514
2956	236552	275431
2957	236636	275355
2958	236715	275274
2959	236796	275196
2960	236878	275117
2961	236955	275035
2962	237036	274955
2963	237115	274874
2964	237193	274791
2965	237271	274710
2966	237352	274631
2967	237430	274548
2968	237508	274466
2969	237585	274383
2970	237661	274298
2971	237736	274213
2972	237817	274133
2973	237895	274051
2974	237972	273968
2975	238048	273884
2976	238126	273801
2977	238208	273724
2978	238288	273644
2979	238366	273562
2980	238442	273477
2981	238520	273395
2982	238606	273321
2983	238681	273236
2984	238758	273152
2985	238833	273066
2986	238909	272982
2987	238985	272897
2988	239059	272810
2989	239131	272722
2990	239222	272654
2991	239304	272577
2992	239384	272496
2993	239461	272413
2994	239552	272346
2995	239647	272283
2996	239741	272219
2997	239823	272140
2998	239898	272055
2999	239980	271978
3000	240061	271899
3001	240135	271811
3002	240212	271728
3003	240289	271645
3004	240365	271560
3005	240442	271477
3006	240516	271390
3007	240595	271309
3008	240670	271224
3009	240750	271143
3010	240867	271105
3011	240941	271019
3012	241020	270937
3013	241095	270852
3014	241173	270770
3015	241251	270688
3016	241334	270611
3017	241413	270530
3018	241489	270446
3019	241568	270364
3020	241653	270290
3021	241738	270215
3022	241814	270130
3023	241894	270051
3024	241974	269971
3025	242061	269898
3026	242145	269823
3027	242225	269744
3028	242304	269662
3029	242384	269582
3030	242459	269497
3031	242540	269418
3032	242617	269334
3033	242697	269254
3034	242769	269166
3035	242844	269080
3036	242923	268999
3037	242995	268910
3038	243074	268829
3039	243149	268744
3040	243223	268657
3041	243294	268567
3042	243374	268487
3043	243453	268406
3044	243528	268320
3045	243603	268236
3046	243677	268149
3047	243756	268067
3048	243832	267984
3049	243915	267906
3050	243986	267817
3051	244061	267732
3052	244137	267647
3053	244211	267560
3054	244289	267479
3055	244369	267399
3056	244444	267313
3057	244520	267229
3058	244591	267140
3059	244669	267057
3060	244744	266972
3061	244822	266889
3062	244905	266813
3063	244989	266738
3064	245076	266665
3065	245157	266586
3066	245237	266506
3067	245315	266424
3068	245391	266340
3069	245467	266256
3070	245539	266167
3071	245614	266082
3072	245695	266003
3073	245767	265914
3074	245845	265833
3075	245923	265750
3076	246002	265669
3077	246083	265591
3078	246161	265509
3079	246238	265426
3080	246319	265347
3081	246396	265264
3082	246484	265192
3083	246562	265110
3084	246639	265028
3085	246714	264941
3086	246792	264860
3087	246870	264778
3088	246951	264699
3089	247025	264613
3090	247105	264533
3091	247180	264447
3092	247253	264360
3093	247334	264282
3094	247413	264200
3095	247488	264116
3096	247571	264038
3097	247647	263955
3098	247725	263872
3099	247804	263792
3100	247890	263718
3101	247964	263631
3102	248043	263550
3103	248111	263459
3104	248191	263378
3105	248265	263292
3106	248346	263213
3107	248422	263129
3108	248504	263052
3109	248584	262972
3110	248664	262892
3111	248742	262810
3112	248819	262727
3113	248902	262650
3114	248977	262565
3115	249057	262485
3116	249136	262404
3117	249208	262316
3118	249286	262234
3119	249371	262159
3120	249447	262075
3121	249531	262000
3122	249613	261922
3123	249695	261844
3124	249817	261809
3125	249905	261737
3126	249989	261661
3127	250077	261589
3128	250159	261512
3129	250239	261432
3130	250315	261348
3131	250397	261270
3132	250470	261183
3133	250546	261099
3134	250627	261020
3135	250704	260937
3136	250783	260856
3137	250862	260775
3138	250941	260694
3139	251017	260610
3140	251091	260524
3141	251167	260440
3142	251243	260356
3143	251324	260277
3144	251405	260198
3145	251484	260117
3146	251557	260031
3147	251633	259946
3148	251709	259862
3149	251787	259781
3150	251865	259698
3151	251940	259614
3152	252018	259531
3153	252094	259447
3154	252168	259361
3155	252237	259270
3156	252315	259188
3157	252393	259107
3158	252465	259018
3159	252542	258936
3160	252618	258852
3161	252702	258776
3162	252781	258695
3163	252859	258613
3164	252946	258540
3165	253034	258468
3166	253111	258385
3167	253191	258306
3168	253267	258222
3169	253347	258143
3170	253427	258062
3171	253505	257980
3172	253584	257900
3173	253662	257818
3174	253739	257735
3175	253816	257652
3176	253895	257571
3177	253974	257490
3178	254043	257399
3179	254118	257314
3180	254193	257230
3181	254270	257147
3182	254385	257102
3183	254464	257022
3184	254539	256936
3185	254614	256852
3186	254692	256770
3187	254773	256691
3188	254852	256610
3189	254929	256528
3190	255007	256446
3191	255083	256362
3192	255162	256281
3193	255238	256197
3194	255318	256117
3195	255399	256038
3196	255478	255958
3197	255551	255870
3198	255632	255792
3199	255720	255720
3200	255797	255638
3201	255876	255557
3202	255955	255476
3203	256030	255391
3204	256105	255306
